,Position,AvgFinishes,Round,Year,CumulativePoints,TeamAvgFinish,TeamRollingAvg,PointsShifted
379,1.0,7.666666666666667,20,2024,196.0,2.0,3.0,18.0
380,2.0,4.0,20,2024,282.0,5.0,3.6666666666666665,12.0
381,3.0,2.3333333333333335,20,2024,256.0,2.0,1.6666666666666667,25.0
382,4.0,8.333333333333334,20,2024,164.0,4.5,10.333333333333334,0.0
383,5.0,9.0,20,2024,157.0,4.5,10.166666666666666,8.0
384,6.0,9.666666666666666,20,2024,322.0,11.5,5.333333333333333,15.0
385,7.0,6.666666666666667,20,2024,6.0,8.0,11.0,0.0
386,8.0,6.333333333333333,20,2024,235.0,5.0,4.666666666666667,10.0
387,9.0,8.0,20,2024,26.0,8.0,9.0,4.0
388,10.0,8.333333333333334,20,2024,8.0,11.5,15.0,0.0
389,11.0,11.666666666666666,20,2024,24.0,14.5,13.0,0.0
390,12.0,12.333333333333334,20,2024,5.0,15.5,13.833333333333334,1.0
391,13.0,14.333333333333334,20,2024,5.0,11.5,13.833333333333334,0.0
392,14.0,15.0,20,2024,0.0,14.5,17.166666666666668,0.0
393,15.0,18.0,20,2024,0.0,14.5,16.833333333333332,0.0
394,16.0,15.0,20,2024,2.0,18.0,12.666666666666666,2.0
395,17.0,11.666666666666666,20,2024,137.0,11.5,7.166666666666667,6.0
396,18.0,9.666666666666666,20,2024,62.0,14.5,14.166666666666666,0.0
397,19.0,12.0,20,2024,12.0,15.5,13.833333333333334,0.0
398,20.0,14.333333333333334,20,2024,21.0,18.0,13.666666666666666,0.0
399,1.0,12.0,21,2024,330.0,6.0,9.333333333333334,8.0
400,2.0,11.0,21,2024,5.0,2.5,12.666666666666666,0.0
401,3.0,9.666666666666666,21,2024,9.0,2.5,8.5,1.0
402,4.0,9.333333333333334,21,2024,167.0,7.0,7.333333333333333,10.0
403,5.0,6.0,21,2024,272.0,10.5,1.8333333333333333,16.0
404,6.0,3.3333333333333335,21,2024,300.0,7.0,4.833333333333333,18.0
405,7.0,8.333333333333334,21,2024,21.0,8.0,15.833333333333334,0.0
406,8.0,10.0,21,2024,239.0,7.0,5.666666666666667,4.0
407,9.0,14.666666666666666,21,2024,2.0,8.0,14.666666666666666,0.0
408,10.0,9.333333333333334,21,2024,176.0,7.0,5.333333333333333,12.0
409,11.0,12.333333333333334,21,2024,137.0,6.0,9.666666666666666,0.0
410,12.0,10.333333333333334,21,2024,7.0,16.0,8.5,1.0
411,13.0,13.666666666666666,21,2024,0.0,14.0,15.666666666666666,0.0
412,14.0,14.0,21,2024,62.0,16.5,14.333333333333334,0.0
413,15.0,15.666666666666666,21,2024,0.0,14.0,14.333333333333334,0.0
414,16.0,11.333333333333334,21,2024,221.0,10.5,4.833333333333333,25.0
415,17.0,9.333333333333334,21,2024,5.0,17.5,14.666666666666666,0.0
416,18.0,10.666666666666666,21,2024,12.0,17.5,16.166666666666668,0.0
417,19.0,14.0,21,2024,24.0,16.5,15.166666666666666,0.0
418,20.0,13.0,21,2024,28.0,16.0,10.666666666666666,2.0
419,1.0,8.0,22,2024,179.0,1.5,6.166666666666667,12.0
420,2.0,7.666666666666667,22,2024,177.0,1.5,5.166666666666667,1.0
421,3.0,10.0,22,2024,221.0,3.5,7.666666666666667,0.0
422,4.0,10.333333333333334,22,2024,282.0,3.5,8.166666666666666,10.0
423,5.0,7.333333333333333,22,2024,356.0,7.5,7.833333333333333,26.0
424,6.0,4.0,22,2024,308.0,6.5,6.333333333333333,8.0
425,7.0,5.0,22,2024,243.0,6.5,6.833333333333333,4.0
426,8.0,11.333333333333334,22,2024,28.0,10.0,13.333333333333334,0.0
427,9.0,11.666666666666666,22,2024,27.0,12.5,11.333333333333334,6.0
428,10.0,12.666666666666666,22,2024,137.0,7.5,6.5,0.0
429,11.0,10.666666666666666,22,2024,62.0,13.0,15.833333333333334,0.0
430,12.0,10.666666666666666,22,2024,12.0,10.0,14.0,6.0
431,13.0,12.0,22,2024,0.0,15.5,14.166666666666666,0.0
432,14.0,13.0,22,2024,5.0,16.5,16.833333333333332,0.0
433,15.0,17.0,22,2024,24.0,13.0,15.333333333333334,0.0
434,16.0,15.0,22,2024,4.0,12.5,9.5,2.0
435,17.0,10.0,22,2024,23.0,18.5,5.5,18.0
436,18.0,8.0,22,2024,0.0,15.5,14.5,0.0
437,19.0,11.0,22,2024,12.0,16.5,17.166666666666668,0.0
438,20.0,11.333333333333334,22,2024,24.0,18.5,7.833333333333333,15.0
439,1.0,8.666666666666666,23,2024,366.0,9.0,7.0,10.0
440,2.0,4.0,23,2024,294.0,4.0,5.833333333333333,12.0
441,3.0,5.333333333333333,23,2024,249.0,6.5,6.666666666666667,6.0
442,4.0,4.0,23,2024,204.0,8.0,3.3333333333333335,25.0
443,5.0,9.333333333333334,23,2024,24.0,12.5,13.166666666666666,0.0
444,6.0,8.0,23,2024,236.0,4.0,3.6666666666666665,15.0
445,7.0,11.333333333333334,23,2024,62.0,12.5,14.166666666666666,0.0
446,8.0,9.0,23,2024,0.0,9.5,15.0,0.0
447,9.0,12.0,23,2024,12.0,12.5,12.0,0.0
448,10.0,10.333333333333334,23,2024,317.0,6.5,6.5,9.0
449,11.0,12.0,23,2024,0.0,9.5,13.5,0.0
450,12.0,8.666666666666666,23,2024,195.0,8.0,3.6666666666666665,18.0
451,13.0,9.666666666666666,23,2024,29.0,13.5,11.0,2.0
452,14.0,9.0,23,2024,4.0,13.5,12.833333333333334,0.0
453,15.0,14.666666666666666,23,2024,12.0,17.0,16.833333333333332,0.0
454,16.0,14.333333333333334,23,2024,32.0,12.5,10.833333333333334,4.0
455,17.0,12.333333333333334,23,2024,138.0,9.0,8.0,1.0
456,18.0,11.0,23,2024,24.0,12.5,12.833333333333334,0.0
457,19.0,13.0,23,2024,5.0,17.0,16.666666666666668,0.0
458,20.0,15.333333333333334,23,2024,23.0,12.5,16.5,0.0
459,1.0,13.666666666666666,24,2024,319.0,5.5,6.5,2.0
460,2.0,11.0,24,2024,244.0,2.5,3.8333333333333335,8.0
461,3.0,6.0,24,2024,312.0,2.5,3.5,18.0
462,4.0,6.666666666666667,24,2024,195.0,4.5,5.833333333333333,0.0
463,5.0,6.0,24,2024,216.0,4.5,6.833333333333333,12.0
464,6.0,5.666666666666667,24,2024,391.0,13.0,8.5,25.0
465,7.0,3.3333333333333335,24,2024,34.0,11.0,14.5,10.0
466,8.0,7.333333333333333,24,2024,32.0,12.0,11.666666666666666,0.0
467,9.0,9.333333333333334,24,2024,68.0,11.5,12.666666666666666,6.0
468,10.0,8.666666666666666,24,2024,264.0,5.5,6.166666666666667,15.0
469,11.0,8.333333333333334,24,2024,12.0,15.0,16.833333333333332,0.0
470,12.0,10.333333333333334,24,2024,29.0,14.5,13.166666666666666,0.0
471,13.0,12.0,24,2024,4.0,15.5,11.5,4.0
472,14.0,13.0,24,2024,24.0,11.5,12.166666666666666,0.0
473,15.0,13.0,24,2024,0.0,11.0,12.0,10.5
474,16.0,13.5,24,2024,14.0,12.0,12.333333333333334,2.0
475,17.0,11.5,24,2024,4.0,14.5,13.833333333333334,0.0
476,18.0,11.333333333333334,24,2024,0.0,15.5,11.5,0.0
477,19.0,14.666666666666666,24,2024,5.0,15.0,16.333333333333332,0.0
478,20.0,15.666666666666666,24,2024,138.0,13.0,10.333333333333334,0.0
479,1.0,12.333333333333334,1,2025,0.0,5.0,10.5,10.5
480,2.0,8.0,1,2025,0.0,8.5,10.5,10.5
481,3.0,4.0,1,2025,0.0,3.5,10.5,10.5
482,4.0,5.5,1,2025,0.0,3.5,3.5,10.5
483,5.0,8.0,1,2025,0.0,11.5,10.5,10.5
484,6.0,12.5,1,2025,0.0,11.5,10.5,10.5
485,7.0,11.0,1,2025,0.0,11.5,10.5,10.5
486,8.0,8.333333333333334,1,2025,0.0,9.0,10.5,10.5
487,9.0,7.0,1,2025,0.0,5.0,5.0,10.5
488,10.0,5.666666666666667,1,2025,0.0,9.0,9.0,10.5
489,11.0,7.0,1,2025,0.0,15.0,10.5,10.5
490,12.0,7.666666666666667,1,2025,0.0,16.0,10.5,10.5
491,13.0,13.0,1,2025,0.0,13.5,10.5,10.5
492,14.0,14.666666666666666,1,2025,0.0,13.5,13.5,10.5
493,15.0,16.333333333333332,1,2025,0.0,8.5,8.5,10.5
494,16.0,14.5,1,2025,0.0,11.5,11.5,10.5
495,17.0,13.0,1,2025,0.0,11.5,11.5,10.5
496,18.0,5.5,1,2025,0.0,11.5,11.5,10.5
497,19.0,8.666666666666666,1,2025,0.0,15.0,15.0,10.5
498,20.0,8.5,1,2025,0.0,16.0,16.0,10.5
499,1.0,12.0,2,2025,2.0,1.5,5.0,2.0
500,2.0,5.0,2,2025,25.0,1.5,3.8333333333333335,25.0
501,3.0,4.333333333333333,2,2025,15.0,4.5,3.5,15.0
502,4.0,2.0,2,2025,18.0,8.0,8.5,18.0
503,5.0,6.0,2,2025,0.0,6.5,13.5,0.0
504,6.0,6.333333333333333,2,2025,12.0,4.5,3.8333333333333335,12.0
505,7.0,7.333333333333333,2,2025,10.0,8.5,11.5,10.0
506,8.0,7.666666666666667,2,2025,0.0,6.5,11.166666666666666,0.0
507,9.0,8.333333333333334,2,2025,8.0,13.0,11.5,8.0
508,10.0,12.666666666666666,2,2025,0.0,8.5,10.5,0.0
509,11.0,14.666666666666666,2,2025,0.0,13.5,16.0,0.0
510,12.0,17.666666666666668,2,2025,0.0,8.0,8.333333333333334,0.0
511,13.0,18.0,2,2025,0.0,16.5,15.0,0.0
512,14.0,16.666666666666668,2,2025,0.0,14.5,11.5,0.0
513,15.0,14.0,2,2025,6.0,14.5,12.5,6.0
514,16.0,11.666666666666666,2,2025,0.0,13.5,15.166666666666666,0.0
515,17.0,12.0,2,2025,0.0,13.0,12.0,0.0
516,18.0,12.333333333333334,2,2025,4.0,18.5,9.0,4.0
517,19.0,11.666666666666666,2,2025,1.0,18.5,12.166666666666666,1.0
518,20.0,9.666666666666666,2,2025,0.0,16.5,15.5,0.0
519,1.0,8.333333333333334,3,2025,30.0,6.5,8.166666666666666,12.0
520,2.0,5.666666666666667,3,2025,43.0,2.5,2.6666666666666665,18.0
521,3.0,2.3333333333333335,3,2025,27.0,2.5,1.8333333333333333,25.0
522,4.0,7.0,3,2025,4.0,5.5,15.333333333333334,0.0
523,5.0,7.333333333333333,3,2025,30.0,5.5,4.166666666666667,15.0
524,6.0,9.0,3,2025,20.0,5.5,4.833333333333333,8.0
525,7.0,9.333333333333334,3,2025,1.0,5.5,14.166666666666666,0.0
526,8.0,12.0,3,2025,0.0,12.5,14.333333333333334,0.0
527,9.0,12.333333333333334,3,2025,16.0,11.5,9.5,6.0
528,10.0,8.666666666666666,3,2025,4.0,14.0,8.833333333333334,4.0
529,11.0,10.666666666666666,3,2025,0.0,15.5,12.5,0.0
530,12.0,13.666666666666666,3,2025,0.0,6.5,7.5,0.0
531,13.0,17.666666666666668,3,2025,0.0,14.0,16.0,0.0
532,14.0,15.333333333333334,3,2025,1.0,11.5,9.5,1.0
533,15.0,14.333333333333334,3,2025,0.0,14.0,15.666666666666666,0.0
534,16.0,12.666666666666666,3,2025,6.0,17.5,13.5,0.0
535,17.0,13.333333333333334,3,2025,0.0,12.5,13.166666666666666,0.0
536,18.0,10.666666666666666,3,2025,10.0,14.0,9.0,10.0
537,19.0,10.333333333333334,3,2025,0.0,17.5,15.5,0.0
538,20.0,9.333333333333334,3,2025,10.0,15.5,13.833333333333334,2.0
539,1.0,8.666666666666666,4,2025,42.0,2.0,2.1666666666666665,15.0
540,2.0,5.666666666666667,4,2025,40.0,6.5,5.166666666666667,10.0
541,3.0,3.3333333333333335,4,2025,61.0,2.0,2.3333333333333335,18.0
542,4.0,3.6666666666666665,4,2025,16.0,4.5,9.833333333333334,12.0
543,5.0,4.333333333333333,4,2025,7.0,4.5,5.166666666666667,6.0
544,6.0,4.0,4,2025,55.0,7.5,7.0,25.0
545,7.0,7.0,4,2025,0.0,10.5,14.833333333333334,0.0
546,8.0,10.666666666666666,4,2025,10.0,9.0,11.5,0.0
547,9.0,14.333333333333334,4,2025,0.0,7.5,6.833333333333333,0.0
548,10.0,13.333333333333334,4,2025,5.0,9.0,12.333333333333334,1.0
549,11.0,9.333333333333334,4,2025,28.0,6.5,5.833333333333333,8.0
550,12.0,8.333333333333334,4,2025,18.0,15.5,10.5,2.0
551,13.0,7.666666666666667,4,2025,4.0,14.5,12.833333333333334,4.0
552,14.0,10.666666666666666,4,2025,0.0,10.5,12.833333333333334,0.0
553,15.0,11.333333333333334,4,2025,0.0,16.0,14.666666666666666,0.0
554,16.0,14.333333333333334,4,2025,0.0,14.5,13.166666666666666,0.0
555,17.0,16.0,4,2025,10.0,16.0,15.666666666666666,0.0
556,18.0,18.666666666666668,4,2025,0.0,19.0,16.5,0.0
557,19.0,17.666666666666668,4,2025,1.0,15.5,12.833333333333334,0.0
558,20.0,16.333333333333332,4,2025,6.0,19.0,18.0,0.0
559,1.0,10.333333333333334,5,2025,67.0,2.5,2.1666666666666665,25.0
560,2.0,7.666666666666667,5,2025,63.0,10.5,7.166666666666667,8.0
561,3.0,3.6666666666666665,5,2025,28.0,5.0,4.833333333333333,12.0
562,4.0,4.333333333333333,5,2025,76.0,2.5,2.1666666666666665,15.0
563,5.0,3.0,5,2025,58.0,5.5,6.166666666666667,18.0
564,6.0,5.333333333333333,5,2025,28.0,5.5,6.166666666666667,0.0
565,7.0,6.0,5,2025,17.0,5.0,4.666666666666667,10.0
566,8.0,11.666666666666666,5,2025,1.0,8.5,14.166666666666666,0.0
567,9.0,12.0,5,2025,18.0,8.5,13.166666666666666,0.0
568,10.0,14.666666666666666,5,2025,4.0,11.0,13.833333333333334,0.0
569,11.0,13.333333333333334,5,2025,0.0,13.5,15.833333333333334,0.0
570,12.0,14.666666666666666,5,2025,0.0,11.0,13.333333333333334,0.0
571,13.0,13.666666666666666,5,2025,6.0,13.5,10.666666666666666,1.0
572,14.0,11.333333333333334,5,2025,14.0,13.5,10.5,4.0
573,15.0,12.666666666666666,5,2025,6.0,16.5,18.5,0.0
574,16.0,15.0,5,2025,10.0,13.5,15.166666666666666,0.0
575,17.0,17.0,5,2025,0.0,18.5,11.666666666666666,0.0
576,18.0,16.333333333333332,5,2025,0.0,16.5,18.166666666666668,0.0
577,19.0,13.666666666666666,5,2025,2.0,10.5,8.5,2.0
578,20.0,11.333333333333334,5,2025,6.0,18.5,13.166666666666666,6.0
579,1.0,5.666666666666667,6,2025,92.0,1.5,2.3333333333333335,25.0
580,2.0,4.0,6,2025,88.0,1.5,2.1666666666666665,12.0
581,3.0,3.3333333333333335,6,2025,68.0,4.5,5.833333333333333,10.0
582,4.0,3.6666666666666665,6,2025,81.0,7.0,9.5,18.0
583,5.0,5.333333333333333,6,2025,20.0,7.0,10.833333333333334,2.0
584,6.0,5.666666666666667,6,2025,36.0,4.5,5.166666666666667,8.0
585,7.0,6.0,6,2025,43.0,7.5,4.833333333333333,15.0
586,8.0,5.333333333333333,6,2025,23.0,7.5,5.833333333333333,6.0
587,9.0,6.0,6,2025,5.0,7.0,8.0,4.0
588,10.0,11.333333333333334,6,2025,2.0,7.0,9.333333333333334,0.0
589,11.0,12.333333333333334,6,2025,5.0,14.0,12.166666666666666,1.0
590,12.0,14.333333333333334,6,2025,14.0,15.5,12.0,0.0
591,13.0,14.666666666666666,6,2025,6.0,16.5,15.833333333333334,0.0
592,14.0,16.333333333333332,6,2025,6.0,16.0,17.333333333333332,0.0
593,15.0,15.333333333333334,6,2025,0.0,15.5,14.333333333333334,0.0
594,16.0,14.0,6,2025,10.0,15.5,14.166666666666666,0.0
595,17.0,13.0,6,2025,0.0,14.0,12.0,0.0
596,18.0,15.333333333333334,6,2025,0.0,16.0,16.333333333333332,0.0
597,19.0,14.333333333333334,6,2025,6.0,15.5,14.166666666666666,0.0
598,20.0,16.0,6,2025,0.0,16.5,17.833333333333332,0.0
599,1.0,11.333333333333334,7,2025,93.0,5.5,8.166666666666666,12.0
600,2.0,7.666666666666667,7,2025,106.0,2.5,1.8333333333333333,18.0
601,3.0,2.3333333333333335,7,2025,117.0,2.5,1.8333333333333333,25.0
602,4.0,3.6666666666666665,7,2025,27.0,5.0,6.666666666666667,4.0
603,5.0,4.666666666666667,7,2025,30.0,6.5,7.5,10.0
604,6.0,6.666666666666667,7,2025,49.0,5.0,6.666666666666667,6.0
605,7.0,5.0,7,2025,83.0,13.0,4.833333333333333,15.0
606,8.0,6.333333333333333,7,2025,7.0,6.5,6.833333333333333,2.0
607,9.0,7.666666666666667,7,2025,5.0,11.5,13.0,0.0
608,10.0,10.0,7,2025,3.0,5.5,6.5,1.0
609,11.0,12.0,7,2025,0.0,13.0,14.833333333333334,0.0
610,12.0,13.0,7,2025,6.0,15.0,16.166666666666668,0.0
611,13.0,14.0,7,2025,6.0,14.5,17.166666666666668,0.0
612,14.0,14.666666666666666,7,2025,0.0,11.5,13.166666666666666,0.0
613,15.0,15.333333333333334,7,2025,10.0,13.0,14.666666666666666,0.0
614,16.0,17.333333333333332,7,2025,0.0,14.5,15.833333333333334,10.5
615,17.0,18.0,7,2025,6.0,18.5,14.833333333333334,0.0
616,18.0,18.666666666666668,7,2025,0.0,15.0,15.666666666666666,0.0
617,19.0,14.333333333333334,7,2025,44.0,13.0,7.333333333333333,8.0
618,20.0,12.0,7,2025,14.0,18.5,16.5,0.0
619,1.0,6.666666666666667,8,2025,124.0,2.0,2.1666666666666665,18.0
620,2.0,6.666666666666667,8,2025,57.0,3.5,5.833333333333333,8.0
621,3.0,3.6666666666666665,8,2025,132.0,2.0,2.3333333333333335,15.0
622,4.0,3.3333333333333335,8,2025,118.0,10.5,6.0,25.0
623,5.0,2.6666666666666665,8,2025,39.0,3.5,4.5,12.0
624,6.0,4.666666666666667,8,2025,7.0,7.0,12.333333333333334,2.0
625,7.0,11.0,8,2025,14.0,9.5,17.5,0.0
626,8.0,14.333333333333334,8,2025,0.0,7.0,10.0,0.0
627,9.0,13.0,8,2025,40.0,9.5,6.666666666666667,10.0
628,10.0,9.0,8,2025,11.0,9.5,7.5,4.0
629,11.0,6.666666666666667,8,2025,89.0,14.5,10.166666666666666,6.0
630,12.0,10.666666666666666,8,2025,6.0,9.5,15.5,0.0
631,13.0,13.333333333333334,8,2025,0.0,16.5,15.166666666666666,0.0
632,14.0,17.0,8,2025,0.0,15.0,15.333333333333334,0.0
633,15.0,16.333333333333332,8,2025,10.0,17.0,13.833333333333334,0.0
634,16.0,15.0,8,2025,6.0,15.0,15.0,0.0
635,17.0,12.333333333333334,8,2025,4.0,10.5,7.166666666666667,1.0
636,18.0,13.666666666666666,8,2025,44.0,14.5,13.5,0.0
637,19.0,13.333333333333334,8,2025,0.0,17.0,14.333333333333334,0.0
638,20.0,14.333333333333334,8,2025,6.0,16.5,15.166666666666666,0.0
639,1.0,9.0,9,2025,147.0,1.5,2.1666666666666665,15.0
640,2.0,5.666666666666667,9,2025,149.0,1.5,1.8333333333333333,25.0
641,3.0,2.0,9,2025,75.0,4.5,4.0,18.0
642,4.0,4.666666666666667,9,2025,89.0,11.0,14.0,0.0
643,5.0,9.666666666666666,9,2025,6.0,8.5,15.0,0.0
644,6.0,10.666666666666666,9,2025,49.0,4.5,3.8333333333333335,10.0
645,7.0,9.0,9,2025,15.0,9.0,8.5,8.0
646,8.0,10.333333333333334,9,2025,6.0,11.5,15.833333333333334,0.0
647,9.0,15.0,9,2025,0.0,9.0,15.666666666666666,0.0
648,10.0,14.333333333333334,9,2025,130.0,11.5,8.833333333333334,12.0
649,11.0,10.333333333333334,9,2025,4.0,9.0,7.666666666666667,4.0
650,12.0,8.666666666666666,9,2025,0.0,8.5,12.833333333333334,0.0
651,13.0,13.0,9,2025,4.0,11.5,10.833333333333334,0.0
652,14.0,13.666666666666666,9,2025,12.0,16.5,8.5,1.0
653,15.0,13.333333333333334,9,2025,0.0,11.5,14.833333333333334,0.0
654,16.0,10.0,9,2025,20.0,16.5,12.5,6.0
655,17.0,10.666666666666666,9,2025,6.0,16.5,11.833333333333334,0.0
656,18.0,12.333333333333334,9,2025,44.0,11.0,13.333333333333334,0.0
657,19.0,13.0,9,2025,42.0,16.5,11.833333333333334,2.0
658,1.0,10.333333333333334,10,2025,101.0,2.0,12.166666666666666,12.0
659,2.0,7.666666666666667,10,2025,131.0,7.0,11.166666666666666,1.0
660,3.0,10.666666666666666,10,2025,44.0,2.0,8.0,0.0
661,4.0,9.666666666666666,10,2025,172.0,11.0,1.6666666666666667,25.0
662,5.0,7.333333333333333,10,2025,90.0,5.5,4.166666666666667,15.0
663,6.0,3.3333333333333335,10,2025,57.0,5.5,4.833333333333333,8.0
664,7.0,6.0,10,2025,2.0,12.0,14.333333333333334,2.0
665,8.0,6.666666666666667,10,2025,16.0,11.0,10.666666666666666,10.0
666,9.0,10.0,10,2025,20.0,10.0,14.166666666666666,0.0
667,10.0,11.666666666666666,10,2025,12.0,15.0,14.166666666666666,0.0
668,11.0,15.666666666666666,10,2025,6.0,10.0,14.333333333333334,0.0
669,12.0,14.666666666666666,10,2025,4.0,7.0,10.0,0.0
670,13.0,15.0,10,2025,0.0,14.0,13.166666666666666,0.0
671,14.0,13.333333333333334,10,2025,0.0,11.0,9.333333333333334,0.0
672,15.0,11.666666666666666,10,2025,10.0,14.0,12.333333333333334,4.0
673,16.0,9.0,10,2025,21.0,17.5,8.333333333333334,6.0
674,17.0,10.0,10,2025,10.0,12.0,12.666666666666666,0.0
675,18.0,8.0,10,2025,167.0,11.0,4.666666666666667,18.0
676,19.0,9.333333333333334,10,2025,4.0,17.5,11.833333333333334,0.0
677,20.0,10.666666666666666,10,2025,42.0,15.0,16.0,0.0
678,1.0,16.0,11,2025,167.0,1.5,7.833333333333333,0.0
679,2.0,13.666666666666666,11,2025,184.0,1.5,7.833333333333333,12.0
680,3.0,9.0,11,2025,100.0,3.5,5.166666666666667,10.0
681,4.0,5.0,11,2025,65.0,3.5,4.833333333333333,8.0
682,5.0,4.0,11,2025,126.0,12.0,5.0,25.0
683,6.0,8.666666666666666,11,2025,4.0,9.0,14.666666666666666,0.0
684,7.0,9.0,11,2025,8.0,10.5,11.0,6.0
685,8.0,13.333333333333334,11,2025,0.0,8.5,10.166666666666666,0.0
686,9.0,9.666666666666666,11,2025,20.0,8.5,10.166666666666666,4.0
687,10.0,10.333333333333334,11,2025,22.0,10.5,12.166666666666666,2.0
688,11.0,9.333333333333334,11,2025,6.0,10.5,10.166666666666666,0.0
689,12.0,12.0,11,2025,21.0,9.0,14.666666666666666,0.0
690,13.0,14.0,11,2025,10.0,14.0,13.166666666666666,0.0
691,14.0,16.0,11,2025,10.0,10.5,11.5,0.0
692,15.0,15.0,11,2025,0.0,14.0,14.0,0.0
693,16.0,14.0,11,2025,4.0,17.0,8.5,0.0
694,17.0,15.0,11,2025,42.0,18.5,15.5,0.0
695,18.0,11.333333333333334,11,2025,149.0,17.0,10.333333333333334,18.0
696,19.0,8.333333333333334,11,2025,59.0,12.0,5.333333333333333,15.0
697,20.0,5.0,11,2025,13.0,18.5,16.166666666666668,1.0
698,1.0,4.666666666666667,12,2025,192.0,1.5,4.666666666666667,25.0
699,2.0,4.333333333333333,12,2025,202.0,1.5,1.5,18.0
700,3.0,4.0,12,2025,22.0,10.5,9.333333333333334,2.0
701,4.0,5.0,12,2025,77.0,9.0,4.166666666666667,12.0
702,5.0,10.333333333333334,12,2025,149.0,10.0,13.666666666666666,0.0
703,6.0,11.666666666666666,12,2025,10.0,13.0,14.0,0.0
704,7.0,15.0,12,2025,10.0,8.0,11.0,0.0
705,8.0,14.666666666666666,12,2025,42.0,10.0,17.333333333333332,0.0
706,9.0,12.666666666666666,12,2025,14.0,8.0,9.666666666666666,6.0
707,10.0,9.666666666666666,12,2025,136.0,13.0,8.666666666666666,10.0
708,11.0,7.666666666666667,12,2025,6.0,12.0,10.333333333333334,0.0
709,12.0,12.0,12,2025,13.0,10.0,15.666666666666666,0.0
710,13.0,13.666666666666666,12,2025,23.0,12.0,11.0,1.0
711,14.0,11.0,12,2025,115.0,9.0,5.333333333333333,15.0
712,15.0,9.666666666666666,12,2025,4.0,10.0,14.666666666666666,0.0
713,16.0,12.666666666666666,12,2025,59.0,13.0,12.333333333333334,0.0
714,17.0,15.666666666666666,12,2025,21.0,18.0,11.833333333333334,0.0
715,18.0,13.0,12,2025,4.0,10.5,9.166666666666666,4.0
716,19.0,8.666666666666666,12,2025,12.0,18.0,12.0,8.0
717,20.0,9.666666666666666,12,2025,0.0,13.0,13.666666666666666,0.0
718,1.0,7.666666666666667,13,2025,220.0,1.5,1.5,18.0
719,2.0,6.0,13,2025,217.0,1.5,1.5,25.0
720,3.0,5.666666666666667,13,2025,115.0,5.0,7.166666666666667,0.0
721,4.0,6.666666666666667,13,2025,159.0,8.5,12.333333333333334,10.0
722,5.0,9.666666666666666,13,2025,137.0,10.5,12.666666666666666,1.0
723,6.0,7.666666666666667,13,2025,46.0,12.0,12.833333333333334,4.0
724,7.0,7.333333333333333,13,2025,89.0,5.0,7.666666666666667,12.0
725,8.0,10.333333333333334,13,2025,12.0,14.0,15.0,0.0
726,9.0,13.666666666666666,13,2025,4.0,10.5,9.833333333333334,0.0
727,10.0,14.333333333333334,13,2025,18.0,14.5,13.333333333333334,8.0
728,11.0,11.666666666666666,13,2025,6.0,13.0,11.5,0.0
729,12.0,6.666666666666667,13,2025,37.0,10.5,10.5,15.0
730,13.0,9.666666666666666,13,2025,4.0,8.5,9.5,0.0
731,14.0,8.333333333333334,13,2025,16.0,15.5,8.833333333333334,6.0
732,15.0,11.666666666666666,13,2025,23.0,13.0,12.333333333333334,0.0
733,16.0,12.0,13,2025,59.0,10.5,12.166666666666666,0.0
734,17.0,12.666666666666666,13,2025,16.0,15.5,10.5,2.0
735,18.0,12.333333333333334,13,2025,13.0,12.0,10.666666666666666,0.0
736,19.0,13.666666666666666,13,2025,0.0,14.5,13.5,0.0
737,20.0,16.333333333333332,13,2025,21.0,14.0,16.666666666666668,0.0
738,1.0,13.0,14,2025,235.0,1.5,1.5,18.0
739,2.0,6.666666666666667,14,2025,245.0,1.5,1.5,25.0
740,3.0,2.6666666666666665,14,2025,147.0,6.5,11.333333333333334,10.0
741,4.0,3.0,14,2025,130.0,8.0,6.333333333333333,15.0
742,5.0,8.333333333333334,14,2025,16.0,6.0,13.0,0.0
743,6.0,9.666666666666666,14,2025,6.0,9.5,10.5,2.0
744,7.0,13.333333333333334,14,2025,16.0,6.0,12.333333333333334,0.0
745,8.0,10.333333333333334,14,2025,16.0,9.5,15.333333333333334,4.0
746,9.0,8.666666666666666,14,2025,171.0,13.0,9.0,12.0
747,10.0,9.333333333333334,14,2025,59.0,6.5,9.166666666666666,0.0
748,11.0,13.333333333333334,14,2025,21.0,9.5,12.5,0.0
749,12.0,14.333333333333334,14,2025,95.0,8.0,6.0,6.0
750,13.0,13.0,14,2025,37.0,9.5,10.166666666666666,0.0
751,14.0,12.333333333333334,14,2025,13.0,14.5,11.333333333333334,0.0
752,15.0,12.0,14,2025,54.0,14.5,12.833333333333334,8.0
753,16.0,13.0,14,2025,23.0,18.0,12.666666666666666,0.0
754,17.0,11.333333333333334,14,2025,4.0,13.0,10.0,0.0
755,18.0,15.666666666666666,14,2025,0.0,18.5,14.0,0.0
756,19.0,14.0,14,2025,19.0,18.5,15.833333333333334,1.0
757,20.0,13.333333333333334,14,2025,6.0,18.0,14.666666666666666,0.0
758,1.0,7.666666666666667,15,2025,263.0,9.5,1.5,18.0
759,2.0,7.333333333333333,15,2025,173.0,5.5,11.5,2.0
760,3.0,7.333333333333333,15,2025,21.0,7.5,11.0,0.0
761,4.0,7.666666666666667,15,2025,162.0,10.0,7.833333333333333,15.0
